,text
7983,"['berarti', 'bpjs', 'menjadi', 'syarat', 'pembuatan', 'sim', 'stnk', 'skck', 'baru', 'ya', 'kalau', 'pajak', 'tahunan', 'dan', 'tahunan', 'mah', 'ga', 'perlu', 'bpjs', 'ya']"
7984,"['polri', 'mulai', 'penyesuaian', 'aturan', 'baru', 'bpjs', 'kesehatan', 'bakal', 'jadi', 'syarat', 'wajib', 'bikin', 'sim', 'dan', 'stnk']"
7985,"['bpjs', 'kesehatan', 'diperlukan', 'buat', 'bikin', 'sim', 'stnk', 'skck', 'ibadah', 'hajiampjual', 'beli', 'tanah', 'sekalian', 'buat', 'syarat', 'spy', 'jadi', 'pendakwah', 'yg', 'bener', 'dan', 'buat', 'buzzernya', 'anies', 'dan', 'ahy', 'chaplin', 'juga', 'ding', 'nonaktifkan', 'aja', 'bpjs', 'nya', 'mereka', 'kalo', 'seringnya', 'buat', 'onar', 'dan', 'fitnah']"
7986,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'jual', 'beli', 'tanah', 'dan', 'naik', 'haji', 'agaknya', 'membuka', 'peluang', 'bagi', 'para', 'calo', 'mungkin', 'terkesan', 'sepele', 'tapi', 'ini', 'masalah', 'serius', 'calo', 'yg', 'masih', 'belum', 'bisa', 'di', 'selesaikan', 'problematika', 'baru', 'di', 'tengah', 'kesenjangan', 'sosial', 'yg', 'tinggi']"
7987,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'pembuatan', 'sim']"
7988,"['sakti', 'emang', 'nih', 'pak', 'jokowi', 'bikin', 'aturan', 'ga', 'nyambung', 'kyk', 'bpjs', 'jadi', 'syarat', 'jual', 'belitanahsim', 'stnk', 'aja', 'rakyat', 'ny', 'masih', 'puas', 'aja', 'pelet', 'bpk', 'keren', 'pisan', 'euy']"
7989,"['cara', 'daftar', 'bpjs', 'kesehatan', 'online', 'lewat', 'aplikasi', 'jkn', 'mulai', 'maret', 'bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'haji']"
7990,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'dan', 'stnk', 'kapan', 'mulai', 'berlaku']"
7991,"['bpjs', 'syarat', 'membuat', 'sim', 'makin', 'banyak', 'pengemudi', 'tanpa', 'sim', 'nantinya']"
7992,"['simak', 'besaran', 'iuran', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'dan', 'skck']"
7993,"['pemerintah', 'tetapkan', 'kartu', 'bpjs', 'kesehatan', 'syarat', 'urus', 'sim', 'stnk', 'ibadah', 'haji', 'dan', 'umrah', 'hingga', 'jual', 'beli', 'tanah']"
7994,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'sim', 'stnk', 'skck', 'pandu', 'riono', 'pemerintah', 'tidak', 'paham', 'logika', 'yang', 'benar', 'ialah']"
7995,"['yg', 'jadi', 'rame', 'sekarang', 'itu', 'kenapa', 'bpjs', 'jadi', 'harus', 'syarat', 'wajib', 'untuk', 'mengurus', 'dokumen', 'apapun', 'padahal', 'korelasinya', 'aja', 'ga', 'nyambung', 'kalo', 'ke', 'jual', 'beli', 'tanahsimstnk', 'yg', 'rata', 'emg', 'udh', 'ada', 'cover', 'tersendiri']"
7996,"['kebijakan', 'yang', 'menyengsarakan', 'rakyat', 'karena', 'yang', 'diincar', 'uang', 'rakyat', 'lewat', 'bpjs', 'untuk', 'dijadikan', 'syarat', 'pengurusan', 'jual', 'beli', 'tanah', 'rumah', 'sim', 'haji', 'dan', 'lainnya']"
7997,"['bpjs', 'yang', 'menjadi', 'syarat', 'mengurus', 'sim', 'serta', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'tertera', 'dalam', 'inpres', 'instruksi', 'tersebut', 'tentang', 'optimalisasi', 'pelaksanaan', 'program', 'jaminan', 'kesehatan', 'nasional', 'jkn', 'baca', 'selengkapnya', 'di', 'cnnindonesia']"
7998,"['ya', 'allah', 'tolong', 'negriku', 'ya', 'allah', 'pemerintahannya', 'dah', 'gk', 'jelas', 'masa', 'iya', 'bpjs', 'jadi', 'syarat', 'pembuatan', 'sim', 'stnk', 'sama', 'naik', 'haji', 'masa', 'iya', 'jht', 'hanya', 'bisa', 'dicairin', 'diumur', 'tahun']"
7999,"['kapan', 'bpjs', 'berlaku', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'sim', 'amp', 'skck']"
8000,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'naik', 'haji', 'jual', 'tanah', 'hingga', 'urus', 'sim', 'ekonom', 'maksa', 'banget']"
8001,"['respon', 'warga', 'soal', 'kebijakan', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'sim']"
8002,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'buat', 'sim', 'dan', 'stnk']"
8003,"['kapan', 'bpjs', 'kesehatan', 'mulai', 'berlaku', 'jadi', 'syarat', 'urus', 'sim', 'dan', 'stnk']"
8004,"['pemerintah', 'katanya', 'mo', 'mensimplify', 'birokrasi', 'ni', 'ngurus', 'stnk', 'sim', 'naik', 'haji', 'pake', 'syarat', 'bpjs', 'simplify', 'dimananya', 'yak']"
8005,"['prof', 'anthony', 'budiawan', 'urus', 'sim', 'syarat', 'bpjs', 'apakah', 'instruksi', 'presiden', 'inpres', 'di', 'atas', 'undangundang', 'portal', 'islam', 'hallooooooemang', 'dpr', 'masih', 'laik', 'fungsi']"
8006,"['meanwhile', 'syarat', 'ngurus', 'stnk', 'sim', 'naik', 'haji', 'jual', 'beli', 'tanah', 'harus', 'punya', 'bpjs']"
8007,"['berita', 'e', 'bpjs', 'jd', 'syarat', 'buat', 'urus', 'sim', 'stnk', 'dkk', 'dats', 'why', 'aku', 'apene', 'daftar', 'gitu', 'mbo', 'pikir', 'surat', 'opo', 'deh']"
8008,"['jadi', 'syarat', 'bikin', 'sim', 'ini', 'cara', 'cek', 'bpjs', 'aktif', 'atau', 'tidak']"
8009,"['banyak', 'sih', 'misalnya', 'wadas', 'klaim', 'jht', 'kelangkaan', 'minyak', 'goreng', 'kedelai', 'mahal', 'sama', 'yg', 'terbaru', 'syarat', 'kepesertaan', 'bpjs', 'kesehatan', 'buat', 'urus', 'sim', 'pergi', 'haji', 'bahkan', 'buat', 'jualbeli', 'tanah']"
8010,"['bpjs', 'kesehatan', 'syarat', 'jual', 'beli', 'tanah', 'hingga', 'urus', 'sim', 'ini', 'alasannya']"
8011,"['kini', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'skck', 'daftar', 'haji', 'umroh', 'hingga', 'jual', 'beli', 'tanah']"
8012,"['paak', 'indo', 'kpn', 'bangun', 'kyo', 'ngene', 'ngurusi', 'tahu', 'tempe', 'ga', 'rampung', 'meh', 'gwe', 'kyo', 'ngene', 'kro', 'indo', 'jik', 'ngurusi', 'gawe', 'simskckjual', 'beli', 'lemah', 'nggo', 'syarat', 'bpjs', 'wae', 'kpn', 'negara', 'majune']"
8013,"['iya', 'kakdi', 'instruksi', 'presiden', 'no', 'thn', 'kalo', 'bpjs', 'ksehtan', 'sih', 'dari', 'uunya', 'sendiri', 'emang', 'wajib', 'seluruh', 'msyarakt', 'baik', 'kayamiskin', 'ttep', 'harus', 'punya', 'tapi', 'klo', 'masalah', 'buat', 'syarat', 'ngurus', 'skcksim', 'bahkan', 'tanah', 'tuh', 'ky', 'apasi', 'gk', 'nyambung', 'dan', 'mempersulitjatuhnya', 'kt', 'ngutangin', 'negara']"
8014,"['periksa', 'kesehatan', 'syarat', 'sim', 'jadi', 'gratis', 'doong', 'pake', 'bpjs', 'kes']"
8015,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'skck', 'ekonom', 'maksa', 'banget', 'lengkapcepatberitanya', 'keuangan', 'ekonomi', 'ekonomi', 'ekonomiindonesia']"
8016,"['menteri', 'jokowi', 'ini', 'ungkap', 'alasan', 'bpjs', 'jadi', 'syarat', 'bikin', 'sim']"
8017,"['melalui', 'inpres', 'tersebut', 'warga', 'yang', 'ingin', 'membuat', 'surat', 'izin', 'mengemudi', 'sim', 'stnk', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'bahkan', 'jual', 'beli', 'tanah', 'harus', 'memiliki', 'kartu', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat']"
8018,"['ngurus', 'sim', 'skck', 'beli', 'rumah', 'tanah', 'syarat', 'pake', 'bpjs', 'cebong', 'horeee', 'beli', 'minyak', 'antri', 'panjang', 'syarat', 'kartu', 'vaksin', 'cebong', 'horee', 'gw', 'suruh', 'dia', 'jual', 'tv', 'buat', 'bikin', 'bpjs', 'biar', 'bisa', 'ngurus', 'sim', 'skck', 'dia', 'masih', 'bingung', 'besok', 'aja', 'ga', 'tahu', 'bisa', 'makan', 'apa', 'nggak', 'cebong', 'tetap', 'horeee']"
8019,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'hingga', 'naik', 'haji', 'warga', 'gak', 'relevan', 'kesannya', 'seperti', 'dipaksakan']"
8020,"['yaiya', 'bpjs', 'emang', 'wajib', 'buat', 'semua', 'masyarakat', 'indo', 'tp', 'maasa', 'iya', 'buat', 'syarat', 'ngurus', 'sim', 'skck', 'umrohhaji', 'bahkan', 'jual', 'beli', 'tanah', 'besok', 'beli', 'molen', 'pake', 'bpjs']"
8021,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'hingga', 'naik', 'haji', 'warga', 'gak', 'relevan', 'kesannya', 'seperti', 'dipaksakan']"
8022,"['bpjs', 'kesehatan', 'syarat', 'urus', 'sim', 'stnk', 'dan', 'skck']"
8023,"['ternyata', 'ini', 'alasan', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'dan', 'pengurusan', 'sim']"
8024,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'hingga', 'kur', 'abdullah', 'rasyid', 'kekuasaan', 'pemerintah', 'untuk', 'bayar', 'utang']"
8025,"['w', 'gpaham', 'kenapa', 'bpjs', 'jd', 'wajib', 'dan', 'dimasukin', 'syarat', 'administrasi', 'jual', 'beli', 'tanah', 'bikin', 'sim', 'sama', 'stnk', 'aduh', 'korelasinya', 'apa', 'anjir', 'kocakkk', 'ni', 'negara', 'lama²']"
8026,"['terbaru', 'bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah']"
8027,"['prof', 'anthony', 'budiawan', 'urus', 'sim', 'syarat', 'bpjs', 'apakah', 'instruksi', 'presiden', 'inpres', 'di', 'atas', 'undangundang']"
8028,"['prof', 'anthony', 'budiawan', 'urus', 'sim', 'syarat', 'bpjs', 'apakah', 'instruksi', 'presiden', 'inpres', 'di', 'atas', 'undangundang']"
8029,"['catat', 'selain', 'jual', 'beli', 'tanah', 'bpjs', 'kesehatan', 'bakal', 'jadi', 'syarat', 'bikin', 'sim', 'stnk', 'skck', 'hingga', 'naik', 'haji']"
8030,"['inpres', 'no', 'melanggar', 'azas', 'hukum', 'bahwa', 'hukum', 'yg', 'lebih', 'rendah', 'tidak', 'boleh', 'bertentangan', 'dengan', 'hukum', 'yg', 'lebih', 'tinggi', 'derajatnya', 'sejak', 'kapan', 'inpres', 'boleh', 'melanggar', 'uu', 'pls', 'uu', 'no', 'ttg', 'llaj', 'tak', 'ada', 'syarat', 'adm', 'bikin', 'sim', 'itu', 'harus', 'ada', 'kartu', 'bpjs']"
8031,"['tak', 'cuma', 'syarat', 'beli', 'tanah', 'bpjs', 'kesehatan', 'juga', 'perlu', 'saat', 'bikin', 'sim', 'dan', 'stnk', 'tempovideo']"
8032,"['bpjs', 'jadi', 'syarat', 'sim', 'stnk', 'dll', 'ini', 'bakalan', 'repot', 'buat', 'gw', 'kalo', 'balik']"
8033,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'umroh', 'haji', 'jual', 'beli', 'tanah', 'jadi', 'intinya', 'rakyat', 'kudu', 'wajib', 'punya', 'bpjs', 'nanti', 'klo', 'uang', 'bpjs', 'sudah', 'terkumpul', 'banyak', 'duitnya', 'ditilep', 'susah', 'memang', 'kalau', 'negara', 'dikelola', 'para', 'maling', 'pdipperusakdemokrasi']"
8034,"['bang', 'tolong', 'speak', 'up', 'jg', 'donk', 'soal', 'bpjs', 'keseharan', 'sebagai', 'syarat', 'untuk', 'pengurusan', 'simstnk', 'dan', 'pengurusan', 'jual', 'beli', 'tanahjujur', 'itu', 'memberatkan', 'kami', 'sebagai', 'rakyat', 'kecilterlebih', 'saya', 'rakyat', 'yg', 'korban', 'phk', 'sepihak', 'oleh', 'perusahaan', 'saya']"
8035,"['tahu', 'tempe', 'hilang', 'di', 'pasaran', 'bpjs', 'kes', 'jd', 'syarat', 'bikin', 'sim', 'cukup', 'tau', 'ya', 'pak', 'jokowow']"
8036,"['nahh', 'lohh', 'prof', 'anthony', 'budiawan', 'urus', 'sim', 'syarat', 'bpjs', 'apakah', 'instruksi', 'presiden', 'inpres', 'di', 'atas', 'undangundang']"
8037,"['dear', 'gimana', 'pandangan', 'anda', 'tentang', 'ini', 'tentng', 'syarat', 'sim', 'pertanahan', 'harus', 'bpjs', 'kesehatan', 'jht', 'terlalu', 'tua', 'seharusnya', 'anda', 'muda', 'tau', 'apalagi', 'kader', 'mu', 'di', 'daerah', 'pekerja', 'buruh', 'rata', 'rata', 'jhtjokowiharusturun']"
8038,"['ssinfo', 'bpjs', 'kesehatan', 'menjadi', 'syarat', 'bagi', 'masyarakat', 'yang', 'ingin', 'membuat', 'sim', 'stnk', 'hingga', 'melaksanakan', 'ibadah', 'haji', 'sebelumnya', 'bpjs', 'kesehatan', 'juga', 'menjadi', 'salah', 'satu', 'syarat', 'saat', 'jual', 'beli', 'tanah']"
8039,"['catat', 'mulai', 'maret', 'selain', 'jual', 'beli', 'tanah', 'kartu', 'bpjs', 'juga', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'ibadah', 'haji']"
8040,"['dilansir', 'dari', 'portal', 'berita', 'bahwa', 'mulai', 'maret', 'bpjs', 'jd', 'syarat', 'utama', 'buat', 'simstnkjual', 'beli', 'tanah', 'dan', 'ibadah', 'haji', 'pertanyaannya', 'knp', 'harus', 'bgitujual', 'beli', 'tanahsimstnk', 'dgn', 'bpjs', 'itu', 'apa', 'urusannya', 'ha', 'atau', 'pejabt', 'negara', 'udh', 'mulai', 'miskin', 'ya', 'jd', 'bu']"
8041,"['pemerintah', 'saat', 'ini', 'menetapkan', 'kepesertaan', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat', 'layanan', 'publik', 'seperti', 'mengurus', 'sim', 'stnk', 'skck', 'aturan', 'ini', 'berlaku', 'mulai', 'maret', 'adityafm', 'adityafm', 'harmonipagi', 'radiopekanbaru']"
8042,"['bikers', 'wajib', 'punya', 'bpjs', 'kesehatan', 'gak', 'cuma', 'penting', 'untuk', 'urus', 'sim', 'dan', 'stnk', 'syarat', 'buat', 'layanan', 'publik', 'ini']"
8043,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'nicho', 'silalahi', 'sindir', 'taipan', 'rakyat', 'dipalakin', 'mulu']"
8044,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'nicho', 'silalahi', 'sindir', 'taipan', 'rakyat', 'dipalakin', 'mulu']"
8045,"['kartu', 'bpjs', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'hingga', 'sim', 'begini', 'penjelasan', 'lengkapnya', 'bpjs', 'beritanasional']"
8046,"['nanti', 'lama', 'kelamaan', 'syarat', 'berkendara', 'juga', 'wajib', 'punya', 'bpjs', 'jadi', 'ketika', 'ada', 'razia', 'yg', 'lazimnya', 'diperiksa', 'stnk', 'sim', 'amp', 'ktp', 'skrg', 'tmbah', 'lagi', 'yaitu', 'bpjs', 'jika', 'tidak', 'punya', 'akan', 'ditilang', 'dan', 'disanksi', 'negaraku', 'oh', 'negaraku']"
8047,"['kata', 'bpjs', 'kesehatan', 'soal', 'kepesertaan', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'hingga', 'urus', 'sim', 'tempobisnis']"
8048,"['bpjs', 'kesehatan', 'skrg', 'diwacanakan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'haji', 'dsb', 'apa', 'korelasi', 'asuransi', 'kesehatan', 'dengan', 'urusan', 'jalan', 'tolakbpjskesehatanwajib']"
8049,"['prof', 'anthony', 'budiawan', 'urus', 'sim', 'syarat', 'bpjs', 'apakah', 'instruksi', 'presiden', 'inpres', 'di', 'atas', 'undangundang']"
8050,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'nicho', 'silalahi', 'sindir', 'taipan', 'rakyat', 'dipalakin', 'mulu']"
8051,"['punya', 'bpjs', 'jadi', 'syarat', 'buat', 'sim', 'stnk', 'dan', 'skck', 'ini', 'alasannya', 'klik']"
8052,"['kabarnya', 'mulai', 'maret', 'bpjs', 'kesehatan', 'dijadikan', 'syarat', 'jualbeli', 'tanah', 'sim', 'stnk', 'haji', 'dan', 'umroh']"
8053,"['instruksi', 'presiden', 'ke', 'kapolri', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'dan', 'skck', 'bpjskesehatan', 'kapolri', 'nasional', 'presidenjokowi', 'stnk']"
8054,"['bertanya', 'stnk', 'jual', 'beli', 'tanah', 'sim', 'menghasilkan', 'pajakpemasukan', 'kepada', 'negara', 'kenapa', 'bpjs', 'menjadi', 'syarat', 'administrasi']"
8055,"['semoga', 'dlm', 'pelaksanaannya', 'tdk', 'terbaliksyarat', 'bikin', 'bpjs', 'harus', 'pakai', 'sim', 'dan', 'stnk', 'otak', 'mu', 'kan', 'sering', 'kebalik']"
8056,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'jual', 'beli', 'tanah', 'hingga', 'naik', 'haji', 'anggota', 'dpr', 'tunda', 'dulu']"
8057,"['apa', 'sih', 'relevansinya', 'jual', 'tanah', 'buat', 'sim', 'buat', 'skck', 'dengan', 'harus', 'memiliki', 'bpjs', 'harus', 'banget', 'jadi', 'syarat', 'harus', 'banget', 'punya', 'seinget', 'saya', 'ini', 'negara', 'demokrasi', 'bukan', 'totaliter', 'dah']"
8058,"['kartu', 'bpjs', 'syarat', 'ngurus', 'simstnk', 'cara', 'pemerintah', 'didik', 'warga', 'utk', 'sadar', 'diri', 'rutin', 'bayar', 'iuran', 'jangan', 'sadar', 'saat', 'sakit', 'kartu', 'bpjs', 'matitabiat', 'buruk', 'warga', 'ekonomi', 'cukup', 'iuran', 'bpjs', 'maunya', 'dibayar', 'pemerintahnihil', 'watak', 'setiakawanprotes', 'merasa', 'dipaksa', 'contoh', 'manusia', 'lupa', 'diri']"
8059,"['diskusiinteraktifelshinta', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'untuk', 'mengurus', 'keperluan', 'seperti', 'sim', 'stnk', 'skck', 'kepengurusan', 'jual', 'beli', 'tanah', 'hingga', 'haji', 'bagaimana', 'komentar', 'anda', 'live', 'koordinator', 'bpjs', 'watch', 'timbul', 'siregar']"
8060,"['syarat', 'untuk', 'buatperpanjang', 'sim', 'dan', 'stnk', 'sangat', 'bertolak', 'belakang', 'dg', 'ketentuan', 'bpjs', 'kesehatan']"
8061,"['mohon', 'tanya', 'dpr', 'apakah', 'instruksi', 'presiden', 'lebih', 'tinggi', 'di', 'atas', 'uu', 'menurut', 'pasal', 'uu', 'no', 'syarat', 'administratif', 'bikin', 'sim', 'adalah', 'a', 'ktp', 'b', 'isi', 'formulir', 'permohonan', 'c', 'rumusan', 'sidik', 'jari', 'apakah', 'syarat', 'bpjs', 'utk', 'bikin', 'sim', 'tdk', 'melanggar', 'uu', 'ini']"
8062,"['kartu', 'bpjs', 'sebagau', 'syarat', 'urus', 'sim', 'stnk', 'naik', 'haji', 'hingga', 'beli', 'tanah', 'fathullah', 'ini', 'semakin', 'menyusahkan']"
8063,"['udah', 'ngurus', 'sim', 'aja', 'susah', 'bener', 'ditambahin', 'pula', 'pke', 'syarat', 'kartu', 'bpjs', 'iuran', 'lagi', 'tiap', 'bulan', 'ya', 'salam', 'begini', 'amat', 'hidup']"
8064,"['revisi', 'juga', 'itu', 'kebijakan', 'bpjs', 'jd', 'syarat', 'pengurusan', 'jual', 'beli', 'tanah', 'sim', 'dll', 'yg', 'skrg', 'aja', 'sudah', 'ribet', 'ini', 'ditambahin', 'ribet', 'lagi']"
8065,"['plis', 'laa', 'jangan', 'bikin', 'syarat', 'yang', 'aneh', 'aneh', 'saya', 'sebelum', 'istri', 'lahir', 'bikin', 'bpjs', 'aja', 'kesulitan', 'sekarang', 'sim', 'suru', 'pake', 'bpjs', 'ngapa', 'gedegin', 'banget', 'yaa', 'ini', 'rezim']"
8066,"['gebleg', 'ga', 'sih', 'bpjs', 'jadi', 'syarat', 'transaksi', 'jual', 'beli', 'tanah', 'bikin', 'skck', 'sim', 'stnk', 'umroh', 'dan', 'haji', 'konyol', 'bet', 'ya', 'bego', 'parrrahhhhh']"
8067,"['punya', 'kalo', 'sim', 'cuma', 'skrg', 'syarat', 'balik', 'nama', 'sertipikat', 'gitu', 'pake', 'bpjs', 'juga', 'yakali', 'aja', 'bisa', 'beli', 'tanah', 'wkwk']"
8068,"['kepesertaan', 'bpjs', 'sebagai', 'syarat', 'urus', 'sim', 'stnk', 'naik', 'haji', 'hingga', 'beli', 'tanah', 'fathullah', 'ini', 'semakin', 'menyusahkan']"
8069,"['bakalan', 'ribut', 'lagi', 'ini', 'soal', 'bpjs', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'urus', 'sim', 'stnk', 'dan', 'skck', 'wkwkwk', 'aneh', 'aneh', 'jak']"
8070,"['dukung', 'pembatalan', 'bpjs', 'kesehatan', 'sbg', 'syarat', 'peralihan', 'hak', 'atas', 'tanah', 'pemb', 'sim', 'umroh', 'haji', 'dll', 'jangan', 'bebani', 'rakyat', 'yg', 'sdh', 'susah', 'krn', 'covid', 'minyak', 'goreng', 'kedelai', 'onh', 'naik', 'dll']"
8071,"['negara', 'menjadi', 'mundur', 'mburu', 'uceng', 'kelangan', 'deleg', 'ketua', 'dpd', 'ri', 'minta', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'pembuatan', 'sim', 'hingga', 'umroh', 'dibatalkan']"
8072,"['bpjs', 'kesehatan', 'menjadi', 'syarat', 'wajib', 'dalam', 'mengurus', 'sim', 'stnk', 'skck', 'dan', 'jual', 'beli', 'tanah']"
8073,"['mulai', 'selasa', 'kartu', 'bpjs', 'kesehatan', 'akan', 'menjadi', 'salah', 'satu', 'syarat', 'yang', 'harus', 'dilampirkan', 'oleh', 'masyarakat', 'yang', 'ingin', 'membuat', 'sim', 'stnk', 'skck', 'kur', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'bahkan', 'jual', 'beli', 'tanah', 'pelayanan', 'bpjs', 'kesehatan', 'ribet', 'bila', 'berobat']"
8074,"['bpjs', 'kesehatan', 'menjadi', 'syarat', 'wajib', 'dalam', 'mengurus', 'sim', 'stnk', 'skck', 'dan', 'jual', 'beli', 'tanah']"
8075,"['vaksin', 'tidak', 'wajib', 'tapi', 'syarat', 'administrasi', 'dll', 'harus', 'ada', 'bukti', 'vaksin', 'yang', 'masih', 'anget', 'bpjs', 'kesehatan', 'akan', 'menjadi', 'syarat', 'buat', 'simskckjual', 'beli', 'tanah', 'dll', 'gak', 'nyambung']"
8076,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'nicho', 'silalahi', 'sindir', 'taipan', 'rakyat', 'dipalakin', 'mulu']"
8077,"['siapsiap', 'bpjs', 'jadi', 'syarat', 'urus', 'sim', 'dan', 'stnk', 'hingga', 'jual', 'beli', 'tanah', 'tempofoto']"
8078,"['aduh', 'si', 'om', 'bisa', 'aja', 'yg', 'jelek', 'itu', 'bukannya', 'kbijakan', 'jht', 'monopoli', 'minyak', 'goreng', 'bpjs', 'dijadikn', 'syarat', 'utk', 'bikin', 'sim', 'beli', 'minyak', 'goreng', 'kelakuan', 'miftah', 'buat', 'acara', 'wayang', 'yg', 'menghancurkn', 'budaya', 'itu', 'sendiri', 'kelakuan', 'buzzerrp', 'yg', 'mnutupi', 'semua', 'kburukan', 'itu', 'semua', 'narasi', 'yg', 'sbaliknya']"
8079,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'bikin', 'sim', 'hingga', 'naik', 'haji', 'pekerja', 'gak', 'nyambung']"
8080,"['bpjs', 'nggo', 'syarat', 'gawe', 'sim', 'jual', 'beli', 'tanah', 'ben', 'ngapa', 'si', 'janen', 'aneh', 'temen', 'jokowitherealdictator']"
8081,"['ketua', 'dpd', 'ri', 'lanyalla', 'mengkritik', 'keras', 'kebijakan', 'kartu', 'peserta', 'bpjs', 'kesehatan', 'yg', 'menjadi', 'syarat', 'transaksi', 'jual', 'beli', 'tanah', 'pembuatan', 'sim', 'stnk', 'dn', 'juga', 'syarat', 'naik', 'haji', 'dn', 'umroh', 'kabarnya', 'syarat', 'itu', 'akan', 'diberlakukan', 'mulai', 'maret', 'bpjs', 'bpjskesehatan']"
8082,"['bpjs', 'kesehatan', 'menjadi', 'syarat', 'wajib', 'mengurus', 'sim', 'hingga', 'calon', 'haji', 'hingga', 'ledakan', 'di', 'kota', 'donetsk', 'ukraina', 'timur']"
8083,"['kartu', 'bpjs', 'kesehatan', 'akan', 'menjadi', 'syarat', 'berbagai', 'pelayanan', 'publik', 'simstnkdll', 'dan', 'kegiatan', 'masyarakat', 'seperti', 'jual', 'beli', 'tanah', 'apakah', 'hubungan', 'kepesertaan', 'bpjs', 'dengan', 'hal', 'diatas', 'jelaskan', 'juga', 'apa', 'kegunaan', 'ektp']"
8084,"['keanggotaan', 'bpjs', 'kesehatan', 'aktif', 'menjadi', 'syarat', 'mutlak', 'bagi', 'pemohon', 'sim', 'baru', 'dan', 'perpanjangan', 'negararampasjhtrakyat', 'melalui', 'jht', 'jokowi', 'harus', 'turun']"
8085,"['saya', 'pegemar', 'jokowi', 'tapi', 'pusing', 'kepala', 'saya', 'kebijakannya', 'bpjs', 'sebagai', 'syarat', 'buat', 'simstnk', 'jual', 'beli', 'tanah', 'dan', 'naik', 'haji', 'aku', 'sangat', 'cemas', 'klu', 'ngurus', 'sim', 'dll']"
8086,"['bpjs', 'buat', 'syarat', 'ngurus', 'sim', 'still', 'not', 'in', 'brain']"
8087,"['lama', 'nggak', 'ngetwit', 'tapi', 'gara', 'berita', 'buat', 'sim', 'harus', 'ada', 'syarat', 'tambahan', 'dengan', 'menggunakan', 'bpjs', 'ini', 'gimana', 'sih', 'hehehe', 'aku', 'kurang', 'paham', 'sih', 'mohon', 'penjelasannya', 'ke', 'semua', 'yang', 'berwewenang']"
8088,"['mohon', 'tanya', 'dpr', 'apakah', 'instruksi', 'presiden', 'lebih', 'tinggi', 'di', 'atas', 'uu', 'menurut', 'pasal', 'uu', 'no', 'syarat', 'administratif', 'bikin', 'sim', 'adalah', 'a', 'ktp', 'b', 'isi', 'formulir', 'permohonan', 'c', 'rumusan', 'sidik', 'jari', 'apakah', 'syarat', 'bpjs', 'utk', 'bikin', 'sim', 'tidak', 'melanggar', 'uu', 'ini']"
